id,J2,J1,Total_Freq,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,Year,G1,G2,J_id,Case_Opps,ColorValue
650,111,105,77,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,2013,1,1,105_111,84,-1
651,111,105,64,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,2014,2,2,105_111,77,-1
652,111,105,16,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,2015,1,1,105_111,18,-1
653,112,105,40,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2005,1,1,105_112,45,-1
654,112,105,72,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2006,2,2,105_112,85,-1
655,112,105,63,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2007,2,2,105_112,78,-1
656,112,105,81,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2008,1,1,105_112,94,-1
657,112,105,91,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2009,2,2,105_112,109,-1
658,112,105,83,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2010,1,1,105_112,99,-1
659,112,105,77,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2011,1,1,105_112,85,-1
660,112,105,68,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2012,1,1,105_112,87,-1
661,112,105,77,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2013,1,1,105_112,83,-1
662,112,105,60,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2014,2,2,105_112,77,-1
663,112,105,16,AScalia,Reagan,R,R,SAAlito,WBush,R,R,2015,1,1,105_112,17,-1
664,113,105,66,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,2009,2,1,105_113,104,0
665,113,105,59,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,2010,1,2,105_113,94,0
666,113,105,55,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,2011,1,1,105_113,84,0
667,113,105,55,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,2012,1,2,105_113,87,0
668,113,105,63,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,2013,1,1,105_113,83,0
669,113,105,43,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,2014,2,1,105_113,77,0
670,113,105,11,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,2015,1,1,105_113,18,0
671,114,105,43,AScalia,Reagan,R,R,EKagan,Obama,D,D,2010,1,2,105_114,66,0
672,114,105,53,AScalia,Reagan,R,R,EKagan,Obama,D,D,2011,1,1,105_114,80,0
673,114,105,56,AScalia,Reagan,R,R,EKagan,Obama,D,D,2012,1,2,105_114,85,0
674,114,105,69,AScalia,Reagan,R,R,EKagan,Obama,D,D,2013,1,1,105_114,82,0
675,114,105,49,AScalia,Reagan,R,R,EKagan,Obama,D,D,2014,2,1,105_114,77,0
676,114,105,14,AScalia,Reagan,R,R,EKagan,Obama,D,D,2015,1,1,105_114,18,0
677,107,106,113,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1990,1,1,106_107,126,-1
678,107,106,131,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1991,1,1,106_107,151,-1
679,107,106,123,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1992,1,1,106_107,147,-1
680,107,106,89,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1993,1,1,106_107,107,-1
681,107,106,82,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1994,1,1,106_107,105,-1
682,107,106,89,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1995,1,1,106_107,111,-1
683,107,106,88,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1996,1,1,106_107,111,-1
684,107,106,100,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1997,1,1,106_107,124,-1
685,107,106,85,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1998,1,1,106_107,112,-1
686,107,106,69,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,1999,2,1,106_107,105,-1
687,107,106,78,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,2000,2,1,106_107,109,-1
688,107,106,66,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,2001,2,1,106_107,96,-1
689,107,106,76,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,2002,1,1,106_107,109,-1
690,107,106,62,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,2003,2,1,106_107,95,-1
691,107,106,63,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,2004,1,1,106_107,92,-1
692,107,106,72,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,2005,1,1,106_107,93,-1
693,107,106,60,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,2006,2,1,106_107,84,-1
694,107,106,51,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,2007,2,1,106_107,78,-1
695,107,106,61,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,2008,1,2,106_107,94,-1
696,108,106,88,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,1991,1,1,106_108,127,-1
697,108,106,135,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,1992,1,1,106_108,147,-1
698,108,106,83,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,1993,1,1,106_108,107,-1
699,108,106,85,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,1994,1,1,106_108,105,-1
700,108,106,92,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,1995,1,1,106_108,111,-1
701,108,106,96,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,1996,1,1,106_108,111,-1
702,108,106,103,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,1997,1,1,106_108,124,-1
703,108,106,93,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,1998,1,1,106_108,112,-1
704,108,106,88,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,1999,2,2,106_108,106,-1
705,108,106,89,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2000,2,2,106_108,110,-1
706,108,106,83,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2001,2,2,106_108,96,-1
707,108,106,85,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2002,1,1,106_108,108,-1
708,108,106,84,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2003,2,2,106_108,97,-1
709,108,106,65,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2004,1,1,106_108,92,-1
710,108,106,77,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2005,1,1,106_108,92,-1
711,108,106,60,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2006,2,2,106_108,83,-1
712,108,106,49,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2007,2,2,106_108,78,-1
713,108,106,72,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2008,1,1,106_108,93,-1
714,108,106,83,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2009,2,2,106_108,111,-1
715,108,106,83,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2010,1,1,106_108,99,-1
716,108,106,69,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2011,1,1,106_108,84,-1
717,108,106,66,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2012,1,1,106_108,88,-1
718,108,106,70,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2013,1,1,106_108,84,-1
719,108,106,49,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2014,1,2,106_108,77,-1
720,108,106,55,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,2015,1,1,106_108,82,-1
721,109,106,87,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,1993,1,1,106_109,107,0
722,109,106,83,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,1994,1,1,106_109,104,0
723,109,106,87,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,1995,1,1,106_109,112,0
724,109,106,84,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,1996,1,1,106_109,111,0
725,109,106,100,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,1997,1,1,106_109,124,0
726,109,106,86,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,1998,1,1,106_109,112,0
727,109,106,67,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,1999,2,1,106_109,105,0
728,109,106,73,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2000,2,1,106_109,110,0
729,109,106,67,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2001,2,1,106_109,96,0
730,109,106,74,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2002,1,1,106_109,109,0
731,109,106,64,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2003,2,1,106_109,97,0
732,109,106,65,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2004,1,1,106_109,92,0
733,109,106,73,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2005,1,1,106_109,93,0
734,109,106,56,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2006,2,1,106_109,85,0
735,109,106,50,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2007,2,1,106_109,78,0
736,109,106,63,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2008,1,2,106_109,94,0
737,109,106,84,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2009,2,1,106_109,111,0
738,109,106,62,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2010,1,2,106_109,99,0
739,109,106,62,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2011,1,1,106_109,84,0
740,109,106,64,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2012,1,2,106_109,88,0
741,109,106,68,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2013,1,1,106_109,84,0
742,109,106,61,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2014,1,1,106_109,77,0
743,109,106,66,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,2015,1,1,106_109,82,0
744,110,106,80,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,1994,1,1,106_110,101,0
745,110,106,88,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,1995,1,1,106_110,111,0
746,110,106,82,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,1996,1,1,106_110,111,0
747,110,106,99,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,1997,1,1,106_110,124,0
748,110,106,80,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,1998,1,1,106_110,111,0
749,110,106,78,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,1999,2,1,106_110,106,0
750,110,106,72,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2000,2,1,106_110,109,0
751,110,106,68,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2001,2,1,106_110,95,0
752,110,106,77,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2002,1,1,106_110,108,0
753,110,106,64,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2003,2,1,106_110,95,0
754,110,106,73,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2004,1,1,106_110,92,0
755,110,106,71,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2005,1,1,106_110,93,0
756,110,106,61,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2006,2,1,106_110,83,0
757,110,106,55,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2007,2,1,106_110,74,0
758,110,106,66,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2008,1,2,106_110,94,0
759,110,106,78,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2009,2,1,106_110,110,0
760,110,106,67,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2010,1,2,106_110,99,0
761,110,106,65,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2011,1,1,106_110,84,0
762,110,106,66,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2012,1,2,106_110,87,0
763,110,106,69,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2013,1,1,106_110,82,0
764,110,106,59,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2014,1,1,106_110,74,0
765,110,106,71,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,2015,1,1,106_110,82,0
766,111,106,76,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2005,1,1,106_111,87,-1
767,111,106,67,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2006,2,2,106_111,82,-1
768,111,106,62,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2007,2,2,106_111,76,-1
769,111,106,78,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2008,1,1,106_111,94,-1
770,111,106,97,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2009,2,2,106_111,111,-1
771,111,106,86,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2010,1,1,106_111,98,-1
772,111,106,69,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2011,1,1,106_111,83,-1
773,111,106,74,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2012,1,1,106_111,88,-1
774,111,106,78,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2013,1,1,106_111,84,-1
775,111,106,53,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2014,1,2,106_111,77,-1
776,111,106,68,AMKennedy,Reagan,R,R,JGRoberts,WBush,R,R,2015,1,1,106_111,82,-1
777,112,106,40,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2005,1,1,106_112,45,-1
778,112,106,74,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2006,2,2,106_112,85,-1
779,112,106,59,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2007,2,2,106_112,77,-1
780,112,106,79,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2008,1,1,106_112,94,-1
781,112,106,92,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2009,2,2,106_112,109,-1
782,112,106,84,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2010,1,1,106_112,99,-1
783,112,106,68,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2011,1,1,106_112,84,-1
784,112,106,69,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2012,1,1,106_112,87,-1
785,112,106,73,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2013,1,1,106_112,83,-1
786,112,106,53,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2014,1,2,106_112,77,-1
787,112,106,60,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,2015,1,1,106_112,80,-1
788,113,106,74,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,2009,2,1,106_113,104,0
789,113,106,64,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,2010,1,2,106_113,94,0
790,113,106,63,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,2011,1,1,106_113,83,0
791,113,106,65,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,2012,1,2,106_113,87,0
792,113,106,66,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,2013,1,1,106_113,83,0
793,113,106,64,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,2014,1,1,106_113,77,0
794,113,106,60,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,2015,1,1,106_113,81,0
795,114,106,43,AMKennedy,Reagan,R,R,EKagan,Obama,D,D,2010,1,2,106_114,66,0
796,114,106,65,AMKennedy,Reagan,R,R,EKagan,Obama,D,D,2011,1,1,106_114,79,0
797,114,106,61,AMKennedy,Reagan,R,R,EKagan,Obama,D,D,2012,1,2,106_114,85,0
798,114,106,69,AMKennedy,Reagan,R,R,EKagan,Obama,D,D,2013,1,1,106_114,82,0
799,114,106,64,AMKennedy,Reagan,R,R,EKagan,Obama,D,D,2014,1,1,106_114,77,0
800,114,106,73,AMKennedy,Reagan,R,R,EKagan,Obama,D,D,2015,1,1,106_114,81,0
801,108,107,95,DHSouter,Bush,R,R,CThomas,Bush,R,R,1991,1,1,107_108,126,-1
802,108,107,117,DHSouter,Bush,R,R,CThomas,Bush,R,R,1992,1,1,107_108,147,-1
803,108,107,68,DHSouter,Bush,R,R,CThomas,Bush,R,R,1993,1,1,107_108,107,-1
804,108,107,68,DHSouter,Bush,R,R,CThomas,Bush,R,R,1994,1,1,107_108,105,-1
805,108,107,75,DHSouter,Bush,R,R,CThomas,Bush,R,R,1995,1,1,107_108,110,-1
806,108,107,80,DHSouter,Bush,R,R,CThomas,Bush,R,R,1996,1,1,107_108,111,-1
807,108,107,87,DHSouter,Bush,R,R,CThomas,Bush,R,R,1997,1,1,107_108,124,-1
808,108,107,78,DHSouter,Bush,R,R,CThomas,Bush,R,R,1998,1,1,107_108,112,-1
809,108,107,66,DHSouter,Bush,R,R,CThomas,Bush,R,R,1999,1,2,107_108,105,-1
810,108,107,61,DHSouter,Bush,R,R,CThomas,Bush,R,R,2000,1,2,107_108,109,-1
811,108,107,66,DHSouter,Bush,R,R,CThomas,Bush,R,R,2001,1,2,107_108,96,-1
812,108,107,62,DHSouter,Bush,R,R,CThomas,Bush,R,R,2002,1,1,107_108,109,-1
813,108,107,52,DHSouter,Bush,R,R,CThomas,Bush,R,R,2003,1,2,107_108,95,-1
814,108,107,50,DHSouter,Bush,R,R,CThomas,Bush,R,R,2004,1,1,107_108,92,-1
815,108,107,62,DHSouter,Bush,R,R,CThomas,Bush,R,R,2005,1,1,107_108,92,-1
816,108,107,43,DHSouter,Bush,R,R,CThomas,Bush,R,R,2006,1,2,107_108,83,-1
817,108,107,39,DHSouter,Bush,R,R,CThomas,Bush,R,R,2007,1,2,107_108,79,-1
818,108,107,51,DHSouter,Bush,R,R,CThomas,Bush,R,R,2008,2,1,107_108,93,-1
819,109,107,92,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,1993,1,1,107_109,107,0
820,109,107,90,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,1994,1,1,107_109,104,0
821,109,107,100,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,1995,1,1,107_109,111,0
822,109,107,97,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,1996,1,1,107_109,111,0
823,109,107,112,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,1997,1,1,107_109,124,0
824,109,107,101,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,1998,1,1,107_109,112,0
825,109,107,97,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,1999,1,1,107_109,104,0
826,109,107,103,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,2000,1,1,107_109,109,0
827,109,107,90,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,2001,1,1,107_109,96,0
828,109,107,101,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,2002,1,1,107_109,110,0
829,109,107,89,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,2003,1,1,107_109,95,0
830,109,107,80,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,2004,1,1,107_109,92,0
831,109,107,80,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,2005,1,1,107_109,93,0
832,109,107,76,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,2006,1,1,107_109,85,0
833,109,107,66,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,2007,1,1,107_109,79,0
834,109,107,82,DHSouter,Bush,R,R,RBGinsburg,Clinton,D,D,2008,2,2,107_109,94,0
835,110,107,90,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,1994,1,1,107_110,101,0
836,110,107,100,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,1995,1,1,107_110,110,0
837,110,107,96,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,1996,1,1,107_110,111,0
838,110,107,111,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,1997,1,1,107_110,124,0
839,110,107,91,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,1998,1,1,107_110,111,0
840,110,107,88,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,1999,1,1,107_110,105,0
841,110,107,98,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,2000,1,1,107_110,108,0
842,110,107,82,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,2001,1,1,107_110,95,0
843,110,107,90,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,2002,1,1,107_110,109,0
844,110,107,82,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,2003,1,1,107_110,94,0
845,110,107,76,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,2004,1,1,107_110,92,0
846,110,107,86,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,2005,1,1,107_110,93,0
847,110,107,75,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,2006,1,1,107_110,83,0
848,110,107,57,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,2007,1,1,107_110,75,0
849,110,107,73,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,2008,2,2,107_110,94,0
850,111,107,66,DHSouter,Bush,R,R,JGRoberts,WBush,R,R,2005,1,1,107_111,87,-1
851,111,107,51,DHSouter,Bush,R,R,JGRoberts,WBush,R,R,2006,1,2,107_111,82,-1
852,111,107,49,DHSouter,Bush,R,R,JGRoberts,WBush,R,R,2007,1,2,107_111,77,-1
853,111,107,51,DHSouter,Bush,R,R,JGRoberts,WBush,R,R,2008,2,1,107_111,94,-1
854,112,107,29,DHSouter,Bush,R,R,SAAlito,WBush,R,R,2005,1,1,107_112,45,-1
855,112,107,52,DHSouter,Bush,R,R,SAAlito,WBush,R,R,2006,1,2,107_112,85,-1
856,112,107,45,DHSouter,Bush,R,R,SAAlito,WBush,R,R,2007,1,2,107_112,78,-1
857,112,107,46,DHSouter,Bush,R,R,SAAlito,WBush,R,R,2008,2,1,107_112,94,-1
858,109,108,76,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,1993,1,1,108_109,107,0
859,109,108,65,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,1994,1,1,108_109,104,0
860,109,108,75,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,1995,1,1,108_109,111,0
861,109,108,78,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,1996,1,1,108_109,111,0
862,109,108,87,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,1997,1,1,108_109,124,0
863,109,108,73,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,1998,1,1,108_109,112,0
864,109,108,63,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,1999,2,1,108_109,105,0
865,109,108,56,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2000,2,1,108_109,110,0
866,109,108,63,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2001,2,1,108_109,96,0
867,109,108,62,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2002,1,1,108_109,109,0
868,109,108,56,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2003,2,1,108_109,97,0
869,109,108,48,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2004,1,1,108_109,92,0
870,109,108,63,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2005,1,1,108_109,92,0
871,109,108,41,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2006,2,1,108_109,84,0
872,109,108,36,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2007,2,1,108_109,79,0
873,109,108,47,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2008,1,2,108_109,93,0
874,109,108,70,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2009,2,1,108_109,111,0
875,109,108,57,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2010,1,2,108_109,99,0
876,109,108,49,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2011,1,1,108_109,85,0
877,109,108,50,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2012,1,2,108_109,88,0
878,109,108,63,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2013,1,1,108_109,84,0
879,109,108,43,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2014,2,1,108_109,77,0
880,109,108,49,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,2015,1,1,108_109,82,0
881,110,108,66,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,1994,1,1,108_110,101,0
882,110,108,74,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,1995,1,1,108_110,110,0
883,110,108,70,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,1996,1,1,108_110,111,0
884,110,108,86,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,1997,1,1,108_110,124,0
885,110,108,69,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,1998,1,1,108_110,111,0
886,110,108,67,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,1999,2,1,108_110,106,0
887,110,108,57,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2000,2,1,108_110,109,0
888,110,108,57,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2001,2,1,108_110,95,0
889,110,108,59,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2002,1,1,108_110,108,0
890,110,108,54,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2003,2,1,108_110,95,0
891,110,108,54,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2004,1,1,108_110,92,0
892,110,108,63,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2005,1,1,108_110,92,0
893,110,108,38,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2006,2,1,108_110,82,0
894,110,108,36,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2007,2,1,108_110,75,0
895,110,108,49,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2008,1,2,108_110,93,0
896,110,108,66,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2009,2,1,108_110,110,0
897,110,108,62,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2010,1,2,108_110,99,0
898,110,108,54,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2011,1,1,108_110,85,0
899,110,108,56,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2012,1,2,108_110,87,0
900,110,108,62,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2013,1,1,108_110,82,0
901,110,108,39,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2014,2,1,108_110,74,0
902,110,108,52,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,2015,1,1,108_110,82,0
903,111,108,80,CThomas,Bush,R,R,JGRoberts,WBush,R,R,2005,1,1,108_111,86,-1
904,111,108,70,CThomas,Bush,R,R,JGRoberts,WBush,R,R,2006,2,2,108_111,81,-1
905,111,108,60,CThomas,Bush,R,R,JGRoberts,WBush,R,R,2007,2,2,108_111,77,-1
906,111,108,78,CThomas,Bush,R,R,JGRoberts,WBush,R,R,2008,1,1,108_111,93,-1
907,111,108,95,CThomas,Bush,R,R,JGRoberts,WBush,R,R,2009,2,2,108_111,111,-1
908,111,108,83,CThomas,Bush,R,R,JGRoberts,WBush,R,R,2010,1,1,108_111,98,-1
909,111,108,76,CThomas,Bush,R,R,JGRoberts,WBush,R,R,2011,1,1,108_111,84,-1
910,111,108,76,CThomas,Bush,R,R,JGRoberts,WBush,R,R,2012,1,1,108_111,88,-1
