id,J2,J1,Total_Freq,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,Year,G1,G2,J_id,Case_Opps,ColorValue
1259,95,78,126,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1966,1,1,78_95,166,1
1260,95,78,174,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1967,1,1,78_95,233,1
1261,95,78,114,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1968,1,1,78_95,179,1
1262,95,78,115,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1969,1,1,78_95,172,1
1263,95,78,113,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1970,1,1,78_95,177,1
1264,96,78,167,HLBlack,FDR,D,D,AJGoldberg,Kennedy,D,D,1962,1,1,78_96,206,1
1265,96,78,184,HLBlack,FDR,D,D,AJGoldberg,Kennedy,D,D,1963,1,1,78_96,216,1
1266,96,78,107,HLBlack,FDR,D,D,AJGoldberg,Kennedy,D,D,1964,1,1,78_96,156,1
1267,97,78,103,HLBlack,FDR,D,D,AFortas,LBJ,D,D,1965,1,1,78_97,148,1
1268,97,78,126,HLBlack,FDR,D,D,AFortas,LBJ,D,D,1966,1,1,78_97,167,1
1269,97,78,160,HLBlack,FDR,D,D,AFortas,LBJ,D,D,1967,1,1,78_97,229,1
1270,97,78,61,HLBlack,FDR,D,D,AFortas,LBJ,D,D,1968,1,1,78_97,99,1
1271,98,78,90,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,1967,1,1,78_98,139,1
1272,98,78,109,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,1968,1,1,78_98,160,1
1273,98,78,102,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,1969,1,1,78_98,152,1
1274,98,78,114,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,1970,1,1,78_98,174,1
1275,99,78,113,HLBlack,FDR,D,D,WEBurger,Nixon,R,R,1969,1,1,78_99,171,0
1276,99,78,118,HLBlack,FDR,D,D,WEBurger,Nixon,R,R,1970,1,1,78_99,178,0
1277,80,79,137,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1946,1,1,79_80,186,1
1278,80,79,110,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1947,1,1,79_80,152,1
1279,80,79,116,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1948,1,1,79_80,175,1
1280,80,79,71,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1949,1,1,79_80,120,1
1281,80,79,88,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1950,1,1,79_80,137,1
1282,80,79,70,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1951,1,1,79_80,124,1
1283,80,79,86,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1952,1,2,79_80,142,1
1284,80,79,73,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1953,1,1,79_80,99,1
1285,80,79,76,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1954,1,1,79_80,119,1
1286,80,79,78,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1955,1,1,79_80,132,1
1287,80,79,39,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1956,1,1,79_80,56,1
1288,81,79,128,SFReed,FDR,D,D,WODouglas,FDR,D,D,1946,1,1,79_81,177,1
1289,81,79,83,SFReed,FDR,D,D,WODouglas,FDR,D,D,1947,1,2,79_81,149,1
1290,81,79,104,SFReed,FDR,D,D,WODouglas,FDR,D,D,1948,1,2,79_81,173,1
1291,81,79,19,SFReed,FDR,D,D,WODouglas,FDR,D,D,1949,1,1,79_81,30,1
1292,81,79,86,SFReed,FDR,D,D,WODouglas,FDR,D,D,1950,1,1,79_81,136,1
1293,81,79,78,SFReed,FDR,D,D,WODouglas,FDR,D,D,1951,1,1,79_81,136,1
1294,81,79,70,SFReed,FDR,D,D,WODouglas,FDR,D,D,1952,1,2,79_81,143,1
1295,81,79,48,SFReed,FDR,D,D,WODouglas,FDR,D,D,1953,1,1,79_81,93,1
1296,81,79,60,SFReed,FDR,D,D,WODouglas,FDR,D,D,1954,1,1,79_81,118,1
1297,81,79,76,SFReed,FDR,D,D,WODouglas,FDR,D,D,1955,1,1,79_81,132,1
1298,81,79,34,SFReed,FDR,D,D,WODouglas,FDR,D,D,1956,1,2,79_81,56,1
1299,82,79,124,SFReed,FDR,D,D,FMurphy,FDR,D,D,1946,1,1,79_82,175,1
1300,82,79,87,SFReed,FDR,D,D,FMurphy,FDR,D,D,1947,1,2,79_82,147,1
1301,82,79,99,SFReed,FDR,D,D,FMurphy,FDR,D,D,1948,1,2,79_82,172,1
1302,84,79,130,SFReed,FDR,D,D,RHJackson,FDR,D,D,1946,1,1,79_84,171,1
1303,84,79,106,SFReed,FDR,D,D,RHJackson,FDR,D,D,1947,1,1,79_84,143,1
1304,84,79,126,SFReed,FDR,D,D,RHJackson,FDR,D,D,1948,1,1,79_84,171,1
1305,84,79,73,SFReed,FDR,D,D,RHJackson,FDR,D,D,1949,1,1,79_84,120,1
1306,84,79,98,SFReed,FDR,D,D,RHJackson,FDR,D,D,1950,1,1,79_84,133,1
1307,84,79,86,SFReed,FDR,D,D,RHJackson,FDR,D,D,1951,1,1,79_84,133,1
1308,84,79,103,SFReed,FDR,D,D,RHJackson,FDR,D,D,1952,1,1,79_84,129,1
1309,84,79,62,SFReed,FDR,D,D,RHJackson,FDR,D,D,1953,1,1,79_84,89,1
1310,85,79,129,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1946,1,1,79_85,186,1
1311,85,79,96,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1947,1,2,79_85,150,1
1312,85,79,108,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1948,1,2,79_85,175,1
1313,86,79,152,SFReed,FDR,D,D,HHBurton,Truman,D,R,1946,1,1,79_86,185,1
1314,86,79,125,SFReed,FDR,D,D,HHBurton,Truman,D,R,1947,1,1,79_86,152,1
1315,86,79,143,SFReed,FDR,D,D,HHBurton,Truman,D,R,1948,1,1,79_86,176,1
1316,86,79,100,SFReed,FDR,D,D,HHBurton,Truman,D,R,1949,1,1,79_86,124,1
1317,86,79,105,SFReed,FDR,D,D,HHBurton,Truman,D,R,1950,1,1,79_86,134,1
1318,86,79,99,SFReed,FDR,D,D,HHBurton,Truman,D,R,1951,1,1,79_86,137,1
1319,86,79,117,SFReed,FDR,D,D,HHBurton,Truman,D,R,1952,1,1,79_86,144,1
1320,86,79,89,SFReed,FDR,D,D,HHBurton,Truman,D,R,1953,1,1,79_86,99,1
1321,86,79,94,SFReed,FDR,D,D,HHBurton,Truman,D,R,1954,1,1,79_86,116,1
1322,86,79,111,SFReed,FDR,D,D,HHBurton,Truman,D,R,1955,1,1,79_86,132,1
1323,86,79,42,SFReed,FDR,D,D,HHBurton,Truman,D,R,1956,1,1,79_86,56,1
1324,87,79,146,SFReed,FDR,D,D,FMVinson,Truman,D,D,1946,1,1,79_87,184,1
1325,87,79,129,SFReed,FDR,D,D,FMVinson,Truman,D,D,1947,1,1,79_87,149,1
1326,87,79,152,SFReed,FDR,D,D,FMVinson,Truman,D,D,1948,1,1,79_87,175,1
1327,87,79,100,SFReed,FDR,D,D,FMVinson,Truman,D,D,1949,1,1,79_87,121,1
1328,87,79,112,SFReed,FDR,D,D,FMVinson,Truman,D,D,1950,1,1,79_87,133,1
1329,87,79,109,SFReed,FDR,D,D,FMVinson,Truman,D,D,1951,1,1,79_87,137,1
1330,87,79,117,SFReed,FDR,D,D,FMVinson,Truman,D,D,1952,1,1,79_87,143,1
1331,88,79,79,SFReed,FDR,D,D,TCClark,Truman,D,D,1949,1,1,79_88,95,1
1332,88,79,96,SFReed,FDR,D,D,TCClark,Truman,D,D,1950,1,1,79_88,113,1
1333,88,79,85,SFReed,FDR,D,D,TCClark,Truman,D,D,1951,1,1,79_88,113,1
1334,88,79,116,SFReed,FDR,D,D,TCClark,Truman,D,D,1952,1,1,79_88,134,1
1335,88,79,72,SFReed,FDR,D,D,TCClark,Truman,D,D,1953,1,1,79_88,90,1
1336,88,79,89,SFReed,FDR,D,D,TCClark,Truman,D,D,1954,1,1,79_88,118,1
1337,88,79,98,SFReed,FDR,D,D,TCClark,Truman,D,D,1955,1,1,79_88,128,1
1338,88,79,49,SFReed,FDR,D,D,TCClark,Truman,D,D,1956,1,1,79_88,54,1
1339,89,79,95,SFReed,FDR,D,D,SMinton,Truman,D,D,1949,1,1,79_89,112,1
1340,89,79,108,SFReed,FDR,D,D,SMinton,Truman,D,D,1950,1,1,79_89,134,1
1341,89,79,90,SFReed,FDR,D,D,SMinton,Truman,D,D,1951,1,1,79_89,114,1
1342,89,79,122,SFReed,FDR,D,D,SMinton,Truman,D,D,1952,1,1,79_89,145,1
1343,89,79,75,SFReed,FDR,D,D,SMinton,Truman,D,D,1953,1,1,79_89,99,1
1344,89,79,99,SFReed,FDR,D,D,SMinton,Truman,D,D,1954,1,1,79_89,119,1
1345,89,79,117,SFReed,FDR,D,D,SMinton,Truman,D,D,1955,1,1,79_89,132,1
1346,89,79,2,SFReed,FDR,D,D,SMinton,Truman,D,D,1956,1,1,79_89,2,1
1347,90,79,69,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1953,1,1,79_90,92,0
1348,90,79,79,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1954,1,1,79_90,116,0
1349,90,79,80,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1955,1,1,79_90,128,0
1350,90,79,38,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1956,1,2,79_90,56,0
1351,91,79,11,SFReed,FDR,D,D,JHarlan2,Eisenhower,R,R,1954,1,1,79_91,20,0
1352,91,79,73,SFReed,FDR,D,D,JHarlan2,Eisenhower,R,R,1955,1,1,79_91,112,0
1353,91,79,40,SFReed,FDR,D,D,JHarlan2,Eisenhower,R,R,1956,1,1,79_91,54,0
1354,92,79,33,SFReed,FDR,D,D,WJBrennan,Eisenhower,R,D,1956,1,2,79_92,48,0
1355,93,79,0,SFReed,FDR,D,D,CEWhittaker,Eisenhower,R,R,1956,1,1,79_93,0,0
1356,81,80,112,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1946,1,1,80_81,179,1
1357,81,80,78,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1947,1,2,80_81,152,1
1358,81,80,96,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1948,1,2,80_81,175,1
1359,81,80,9,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1949,1,1,80_81,28,1
1360,81,80,76,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1950,1,1,80_81,137,1
1361,81,80,76,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1951,1,1,80_81,123,1
1362,81,80,83,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1952,2,2,80_81,145,1
1363,81,80,57,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1953,1,1,80_81,102,1
1364,81,80,81,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1954,1,1,80_81,118,1
1365,81,80,88,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1955,1,1,80_81,132,1
1366,81,80,76,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1956,1,2,80_81,152,1
1367,81,80,89,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1957,1,2,80_81,189,1
1368,81,80,82,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1958,2,1,80_81,156,1
1369,81,80,69,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1959,1,2,80_81,166,1
1370,81,80,78,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1960,1,2,80_81,169,1
1371,81,80,39,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1961,1,1,80_81,82,1
1372,82,80,108,FFrankfurter,FDR,D,I,FMurphy,FDR,D,D,1946,1,1,80_82,181,1
1373,82,80,97,FFrankfurter,FDR,D,I,FMurphy,FDR,D,D,1947,1,2,80_82,150,1
1374,82,80,103,FFrankfurter,FDR,D,I,FMurphy,FDR,D,D,1948,1,2,80_82,174,1
1375,84,80,138,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1946,1,1,80_84,173,1
1376,84,80,116,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1947,1,1,80_84,144,1
1377,84,80,133,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1948,1,1,80_84,171,1
1378,84,80,98,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1949,1,1,80_84,115,1
1379,84,80,96,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1950,1,1,80_84,134,1
1380,84,80,85,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1951,1,1,80_84,120,1
1381,84,80,86,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1952,2,1,80_84,126,1
1382,84,80,76,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1953,1,1,80_84,97,1
1383,85,80,112,FFrankfurter,FDR,D,I,WBRutledge,FDR,D,D,1946,1,1,80_85,192,1
1384,85,80,92,FFrankfurter,FDR,D,I,WBRutledge,FDR,D,D,1947,1,2,80_85,151,1
1385,85,80,108,FFrankfurter,FDR,D,I,WBRutledge,FDR,D,D,1948,1,2,80_85,177,1
1386,86,80,147,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1946,1,1,80_86,191,1
1387,86,80,109,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1947,1,1,80_86,155,1
1388,86,80,134,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1948,1,1,80_86,178,1
1389,86,80,68,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1949,1,1,80_86,119,1
1390,86,80,94,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1950,1,1,80_86,135,1
1391,86,80,86,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1951,1,1,80_86,124,1
1392,86,80,89,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1952,2,1,80_86,144,1
1393,86,80,85,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1953,1,1,80_86,108,1
1394,86,80,88,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1954,1,1,80_86,116,1
1395,86,80,89,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1955,1,1,80_86,132,1
1396,86,80,109,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1956,1,1,80_86,152,1
1397,86,80,130,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1957,1,1,80_86,189,1
1398,86,80,4,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1958,2,1,80_86,4,1
1399,87,80,150,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,1946,1,1,80_87,189,1
1400,87,80,112,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,1947,1,1,80_87,152,1
1401,87,80,126,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,1948,1,1,80_87,177,1
1402,87,80,71,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,1949,1,1,80_87,116,1
1403,87,80,91,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,1950,1,1,80_87,134,1
1404,87,80,72,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,1951,1,1,80_87,124,1
1405,87,80,76,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,1952,2,1,80_87,143,1
1406,88,80,66,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1949,1,1,80_88,92,1
1407,88,80,77,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1950,1,1,80_88,114,1
1408,88,80,71,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1951,1,1,80_88,102,1
1409,88,80,81,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1952,2,1,80_88,134,1
1410,88,80,80,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1953,1,1,80_88,99,1
1411,88,80,90,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1954,1,1,80_88,118,1
1412,88,80,85,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1955,1,1,80_88,128,1
1413,88,80,86,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1956,1,1,80_88,146,1
1414,88,80,120,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1957,1,1,80_88,188,1
1415,88,80,118,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1958,2,2,80_88,152,1
1416,88,80,126,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1959,1,1,80_88,167,1
1417,88,80,139,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1960,1,1,80_88,166,1
1418,88,80,66,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1961,1,1,80_88,82,1
1419,89,80,64,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1949,1,1,80_89,109,1
1420,89,80,93,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1950,1,1,80_89,135,1
1421,89,80,56,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1951,1,1,80_89,101,1
1422,89,80,82,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1952,2,1,80_89,145,1
1423,89,80,77,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1953,1,1,80_89,108,1
1424,89,80,85,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1954,1,1,80_89,119,1
1425,89,80,83,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1955,1,1,80_89,132,1
1426,89,80,1,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1956,1,1,80_89,2,1
1427,90,80,77,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1953,1,1,80_90,101,0
1428,90,80,90,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1954,1,1,80_90,116,0
1429,90,80,91,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1955,1,1,80_90,128,0
1430,90,80,88,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1956,1,2,80_90,149,0
1431,90,80,95,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1957,1,2,80_90,185,0
1432,90,80,93,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1958,2,1,80_90,156,0
1433,90,80,86,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1959,1,2,80_90,165,0
1434,90,80,100,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1960,1,2,80_90,168,0
1435,90,80,49,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1961,1,1,80_90,82,0
1436,91,80,18,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,1954,1,1,80_91,20,0
1437,91,80,90,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,1955,1,1,80_91,112,0
1438,91,80,121,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,1956,1,1,80_91,150,0
1439,91,80,159,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,1957,1,1,80_91,190,0
1440,91,80,133,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,1958,2,2,80_91,154,0
1441,91,80,141,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,1959,1,1,80_91,165,0
1442,91,80,149,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,1960,1,1,80_91,165,0
1443,91,80,74,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,1961,1,1,80_91,82,0
1444,92,80,97,FFrankfurter,FDR,D,I,WJBrennan,Eisenhower,R,D,1956,1,2,80_92,139,0
1445,92,80,117,FFrankfurter,FDR,D,I,WJBrennan,Eisenhower,R,D,1957,1,2,80_92,185,0
1446,92,80,102,FFrankfurter,FDR,D,I,WJBrennan,Eisenhower,R,D,1958,2,1,80_92,156,0
1447,92,80,98,FFrankfurter,FDR,D,I,WJBrennan,Eisenhower,R,D,1959,1,2,80_92,169,0
1448,92,80,110,FFrankfurter,FDR,D,I,WJBrennan,Eisenhower,R,D,1960,1,2,80_92,169,0
1449,92,80,59,FFrankfurter,FDR,D,I,WJBrennan,Eisenhower,R,D,1961,1,1,80_92,82,0
1450,93,80,38,FFrankfurter,FDR,D,I,CEWhittaker,Eisenhower,R,R,1956,1,1,80_93,50,0
1451,93,80,133,FFrankfurter,FDR,D,I,CEWhittaker,Eisenhower,R,R,1957,1,1,80_93,189,0
1452,93,80,136,FFrankfurter,FDR,D,I,CEWhittaker,Eisenhower,R,R,1958,2,2,80_93,156,0
1453,93,80,133,FFrankfurter,FDR,D,I,CEWhittaker,Eisenhower,R,R,1959,1,1,80_93,169,0
1454,93,80,139,FFrankfurter,FDR,D,I,CEWhittaker,Eisenhower,R,R,1960,1,1,80_93,169,0
1455,93,80,50,FFrankfurter,FDR,D,I,CEWhittaker,Eisenhower,R,R,1961,1,1,80_93,62,0
1456,94,80,110,FFrankfurter,FDR,D,I,PStewart,Eisenhower,R,R,1958,2,2,80_94,135,0
1457,94,80,126,FFrankfurter,FDR,D,I,PStewart,Eisenhower,R,R,1959,1,1,80_94,164,0
1458,94,80,134,FFrankfurter,FDR,D,I,PStewart,Eisenhower,R,R,1960,1,1,80_94,164,0
1459,94,80,65,FFrankfurter,FDR,D,I,PStewart,Eisenhower,R,R,1961,1,1,80_94,81,0
1460,95,80,0,FFrankfurter,FDR,D,I,BRWhite,Kennedy,D,D,1961,1,1,80_95,0,1
1461,100,81,7,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,1969,1,1,81_100,9,0
1462,100,81,82,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,1970,1,1,81_100,166,0
1463,100,81,112,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,1971,2,2,81_100,227,0
1464,100,81,112,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,1972,2,1,81_100,231,0
1465,100,81,112,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,1973,2,1,81_100,226,0
1466,100,81,91,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,1974,1,1,81_100,165,0
1467,100,81,4,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,1975,1,1,81_100,6,0
1468,101,81,56,WODouglas,FDR,D,D,LFPowell,Nixon,R,D,1971,2,1,81_101,121,0
1469,101,81,119,WODouglas,FDR,D,D,LFPowell,Nixon,R,D,1972,2,1,81_101,222,0
1470,101,81,107,WODouglas,FDR,D,D,LFPowell,Nixon,R,D,1973,2,1,81_101,216,0
1471,101,81,80,WODouglas,FDR,D,D,LFPowell,Nixon,R,D,1974,1,1,81_101,159,0
1472,101,81,4,WODouglas,FDR,D,D,LFPowell,Nixon,R,D,1975,1,1,81_101,6,0
1473,102,81,54,WODouglas,FDR,D,D,WHRehnquist,Nixon,R,R,1971,2,1,81_102,122,0
1474,102,81,86,WODouglas,FDR,D,D,WHRehnquist,Nixon,R,R,1972,2,1,81_102,233,0
1475,102,81,87,WODouglas,FDR,D,D,WHRehnquist,Nixon,R,R,1973,2,1,81_102,226,0
1476,102,81,75,WODouglas,FDR,D,D,WHRehnquist,Nixon,R,R,1974,1,1,81_102,166,0
1477,102,81,4,WODouglas,FDR,D,D,WHRehnquist,Nixon,R,R,1975,1,1,81_102,6,0
1478,103,81,0,WODouglas,FDR,D,D,JPStevens,Ford,R,R,1975,1,1,81_103,0,0
1479,82,81,144,WODouglas,FDR,D,D,FMurphy,FDR,D,D,1946,1,1,81_82,168,1
1480,82,81,107,WODouglas,FDR,D,D,FMurphy,FDR,D,D,1947,2,2,81_82,147,1
1481,82,81,124,WODouglas,FDR,D,D,FMurphy,FDR,D,D,1948,2,2,81_82,172,1
1482,84,81,101,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1946,1,1,81_84,164,1
1483,84,81,80,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1947,2,1,81_84,142,1
1484,84,81,81,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1948,2,1,81_84,170,1
1485,84,81,11,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1949,1,1,81_84,27,1
1486,84,81,75,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1950,1,1,81_84,133,1
1487,84,81,74,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1951,1,1,81_84,132,1
1488,84,81,49,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1952,2,1,81_84,127,1
1489,84,81,49,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1953,1,1,81_84,92,1
1490,85,81,135,WODouglas,FDR,D,D,WBRutledge,FDR,D,D,1946,1,1,81_85,179,1
1491,85,81,114,WODouglas,FDR,D,D,WBRutledge,FDR,D,D,1947,2,2,81_85,148,1
1492,85,81,136,WODouglas,FDR,D,D,WBRutledge,FDR,D,D,1948,2,2,81_85,175,1
1493,86,81,127,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1946,1,1,81_86,178,1
1494,86,81,85,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1947,2,1,81_86,152,1
1495,86,81,94,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1948,2,1,81_86,176,1
1496,86,81,22,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1949,1,1,81_86,30,1
1497,86,81,78,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1950,1,1,81_86,134,1
1498,86,81,85,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1951,1,1,81_86,136,1
1499,86,81,67,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1952,2,1,81_86,145,1
1500,86,81,53,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1953,1,1,81_86,102,1
1501,86,81,64,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1954,1,1,81_86,115,1
1502,86,81,75,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1955,1,1,81_86,132,1
1503,86,81,75,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1956,2,1,81_86,151,1
1504,86,81,95,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1957,2,1,81_86,193,1
1505,86,81,3,WODouglas,FDR,D,D,HHBurton,Truman,D,R,1958,1,1,81_86,4,1
1506,87,81,124,WODouglas,FDR,D,D,FMVinson,Truman,D,D,1946,1,1,81_87,177,1
1507,87,81,88,WODouglas,FDR,D,D,FMVinson,Truman,D,D,1947,2,1,81_87,150,1
1508,87,81,99,WODouglas,FDR,D,D,FMVinson,Truman,D,D,1948,2,1,81_87,175,1
1509,87,81,18,WODouglas,FDR,D,D,FMVinson,Truman,D,D,1949,1,1,81_87,28,1
1510,87,81,83,WODouglas,FDR,D,D,FMVinson,Truman,D,D,1950,1,1,81_87,133,1
1511,87,81,65,WODouglas,FDR,D,D,FMVinson,Truman,D,D,1951,1,1,81_87,136,1
1512,87,81,70,WODouglas,FDR,D,D,FMVinson,Truman,D,D,1952,2,1,81_87,144,1
1513,88,81,12,WODouglas,FDR,D,D,TCClark,Truman,D,D,1949,1,1,81_88,19,1
1514,88,81,70,WODouglas,FDR,D,D,TCClark,Truman,D,D,1950,1,1,81_88,114,1
1515,88,81,62,WODouglas,FDR,D,D,TCClark,Truman,D,D,1951,1,1,81_88,112,1
1516,88,81,63,WODouglas,FDR,D,D,TCClark,Truman,D,D,1952,2,1,81_88,136,1
1517,88,81,54,WODouglas,FDR,D,D,TCClark,Truman,D,D,1953,1,1,81_88,93,1
1518,88,81,80,WODouglas,FDR,D,D,TCClark,Truman,D,D,1954,1,1,81_88,117,1
1519,88,81,96,WODouglas,FDR,D,D,TCClark,Truman,D,D,1955,1,1,81_88,128,1
