id,J2,J1,freq,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,Year,G1,G2,J_id
669,94,92,168,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,1963,1,1,92_94
670,94,81,150,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,1963,1,1,81_94
671,95,81,155,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,1963,1,1,81_95
672,95,78,161,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1963,1,1,78_95
673,95,90,172,EWarren,Eisenhower,R,R,BRWhite,Kennedy,D,D,1963,1,1,90_95
674,95,94,165,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,1963,1,1,94_95
675,95,91,150,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,1963,1,1,91_95
676,95,88,172,TCClark,Truman,D,D,BRWhite,Kennedy,D,D,1963,1,1,88_95
677,95,92,169,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1963,1,1,92_95
678,96,90,189,EWarren,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,1963,1,1,90_96
679,96,91,100,JHarlan2,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,1963,1,1,91_96
680,96,81,183,WODouglas,FDR,D,D,AJGoldberg,Kennedy,D,D,1963,1,1,81_96
681,96,88,141,TCClark,Truman,D,D,AJGoldberg,Kennedy,D,D,1963,1,1,88_96
682,96,92,191,WJBrennan,Eisenhower,R,D,AJGoldberg,Kennedy,D,D,1963,1,1,92_96
683,96,78,184,HLBlack,FDR,D,D,AJGoldberg,Kennedy,D,D,1963,1,1,78_96
684,96,94,157,PStewart,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,1963,1,1,94_96
685,96,95,155,BRWhite,Kennedy,D,D,AJGoldberg,Kennedy,D,D,1963,1,1,95_96
686,81,78,119,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1964,1,1,78_81
687,88,78,113,HLBlack,FDR,D,D,TCClark,Truman,D,D,1964,1,1,78_88
688,88,81,117,WODouglas,FDR,D,D,TCClark,Truman,D,D,1964,1,1,81_88
689,90,81,126,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,1964,1,1,81_90
690,90,88,138,TCClark,Truman,D,D,EWarren,Eisenhower,R,R,1964,1,1,88_90
691,90,78,111,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1964,1,1,78_90
692,91,90,108,EWarren,Eisenhower,R,R,JHarlan2,Eisenhower,R,R,1964,1,1,90_91
693,91,78,96,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,1964,1,1,78_91
694,91,81,88,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,1964,1,1,81_91
695,91,88,127,TCClark,Truman,D,D,JHarlan2,Eisenhower,R,R,1964,1,1,88_91
696,92,88,146,TCClark,Truman,D,D,WJBrennan,Eisenhower,R,D,1964,1,1,88_92
697,92,91,116,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1964,1,1,91_92
698,92,78,119,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,1964,1,1,78_92
699,92,81,124,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,1964,1,1,81_92
700,92,90,155,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1964,1,1,90_92
701,94,78,111,HLBlack,FDR,D,D,PStewart,Eisenhower,R,R,1964,1,1,78_94
702,94,91,123,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,1964,1,1,91_94
703,94,90,124,EWarren,Eisenhower,R,R,PStewart,Eisenhower,R,R,1964,1,1,90_94
704,94,88,125,TCClark,Truman,D,D,PStewart,Eisenhower,R,R,1964,1,1,88_94
705,94,92,134,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,1964,1,1,92_94
706,94,81,97,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,1964,1,1,81_94
707,95,81,111,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,1964,1,1,81_95
708,95,78,119,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1964,1,1,78_95
709,95,90,136,EWarren,Eisenhower,R,R,BRWhite,Kennedy,D,D,1964,1,1,90_95
710,95,94,132,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,1964,1,1,94_95
711,95,91,123,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,1964,1,1,91_95
712,95,88,139,TCClark,Truman,D,D,BRWhite,Kennedy,D,D,1964,1,1,88_95
713,95,92,146,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1964,1,1,92_95
714,96,90,138,EWarren,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,1964,1,1,90_96
715,96,91,109,JHarlan2,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,1964,1,1,91_96
716,96,81,115,WODouglas,FDR,D,D,AJGoldberg,Kennedy,D,D,1964,1,1,81_96
717,96,88,123,TCClark,Truman,D,D,AJGoldberg,Kennedy,D,D,1964,1,1,88_96
718,96,92,138,WJBrennan,Eisenhower,R,D,AJGoldberg,Kennedy,D,D,1964,1,1,92_96
719,96,78,107,HLBlack,FDR,D,D,AJGoldberg,Kennedy,D,D,1964,1,1,78_96
720,96,94,123,PStewart,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,1964,1,1,94_96
721,96,95,118,BRWhite,Kennedy,D,D,AJGoldberg,Kennedy,D,D,1964,1,1,95_96
722,81,78,132,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1965,1,1,78_81
723,88,78,127,HLBlack,FDR,D,D,TCClark,Truman,D,D,1965,1,1,78_88
724,88,81,121,WODouglas,FDR,D,D,TCClark,Truman,D,D,1965,1,1,81_88
725,90,81,139,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,1965,1,1,81_90
726,90,88,140,TCClark,Truman,D,D,EWarren,Eisenhower,R,R,1965,1,1,88_90
727,90,78,126,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1965,1,1,78_90
728,91,90,105,EWarren,Eisenhower,R,R,JHarlan2,Eisenhower,R,R,1965,1,1,90_91
729,91,78,105,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,1965,1,1,78_91
730,91,81,94,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,1965,1,1,81_91
731,91,88,131,TCClark,Truman,D,D,JHarlan2,Eisenhower,R,R,1965,1,1,88_91
732,92,88,150,TCClark,Truman,D,D,WJBrennan,Eisenhower,R,D,1965,1,1,88_92
733,92,91,117,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1965,1,1,91_92
734,92,78,126,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,1965,1,1,78_92
735,92,81,143,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,1965,1,1,81_92
736,92,90,159,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1965,1,1,90_92
737,94,78,123,HLBlack,FDR,D,D,PStewart,Eisenhower,R,R,1965,1,1,78_94
738,94,91,151,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,1965,1,1,91_94
739,94,90,125,EWarren,Eisenhower,R,R,PStewart,Eisenhower,R,R,1965,1,1,90_94
740,94,88,141,TCClark,Truman,D,D,PStewart,Eisenhower,R,R,1965,1,1,88_94
741,94,92,138,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,1965,1,1,92_94
742,94,81,113,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,1965,1,1,81_94
743,95,81,118,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,1965,1,1,81_95
744,95,78,119,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1965,1,1,78_95
745,95,90,130,EWarren,Eisenhower,R,R,BRWhite,Kennedy,D,D,1965,1,1,90_95
746,95,94,136,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,1965,1,1,94_95
747,95,91,123,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,1965,1,1,91_95
748,95,88,148,TCClark,Truman,D,D,BRWhite,Kennedy,D,D,1965,1,1,88_95
749,95,92,144,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1965,1,1,92_95
750,97,90,135,EWarren,Eisenhower,R,R,AFortas,LBJ,D,D,1965,1,1,90_97
751,97,91,100,JHarlan2,Eisenhower,R,R,AFortas,LBJ,D,D,1965,1,1,91_97
752,97,81,124,WODouglas,FDR,D,D,AFortas,LBJ,D,D,1965,1,1,81_97
753,97,88,120,TCClark,Truman,D,D,AFortas,LBJ,D,D,1965,1,1,88_97
754,97,92,132,WJBrennan,Eisenhower,R,D,AFortas,LBJ,D,D,1965,1,1,92_97
755,97,78,103,HLBlack,FDR,D,D,AFortas,LBJ,D,D,1965,1,1,78_97
756,97,94,112,PStewart,Eisenhower,R,R,AFortas,LBJ,D,D,1965,1,1,94_97
757,97,95,118,BRWhite,Kennedy,D,D,AFortas,LBJ,D,D,1965,1,1,95_97
758,81,78,124,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1966,1,1,78_81
759,88,78,119,HLBlack,FDR,D,D,TCClark,Truman,D,D,1966,1,1,78_88
760,88,81,99,WODouglas,FDR,D,D,TCClark,Truman,D,D,1966,1,1,81_88
761,90,81,130,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,1966,1,1,81_90
762,90,88,135,TCClark,Truman,D,D,EWarren,Eisenhower,R,R,1966,1,1,88_90
763,90,78,118,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1966,1,1,78_90
764,91,90,96,EWarren,Eisenhower,R,R,JHarlan2,Eisenhower,R,R,1966,1,1,90_91
765,91,78,102,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,1966,1,1,78_91
766,91,81,70,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,1966,1,1,81_91
767,91,88,126,TCClark,Truman,D,D,JHarlan2,Eisenhower,R,R,1966,1,1,88_91
768,92,88,128,TCClark,Truman,D,D,WJBrennan,Eisenhower,R,D,1966,1,1,88_92
769,92,91,97,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1966,1,1,91_92
770,92,78,129,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,1966,1,1,78_92
771,92,81,133,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,1966,1,1,81_92
772,92,90,156,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1966,1,1,90_92
773,94,78,119,HLBlack,FDR,D,D,PStewart,Eisenhower,R,R,1966,1,1,78_94
774,94,91,138,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,1966,1,1,91_94
775,94,90,94,EWarren,Eisenhower,R,R,PStewart,Eisenhower,R,R,1966,1,1,90_94
776,94,88,123,TCClark,Truman,D,D,PStewart,Eisenhower,R,R,1966,1,1,88_94
777,94,92,104,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,1966,1,1,92_94
778,94,81,87,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,1966,1,1,81_94
779,95,81,107,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,1966,1,1,81_95
780,95,78,126,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1966,1,1,78_95
781,95,90,116,EWarren,Eisenhower,R,R,BRWhite,Kennedy,D,D,1966,1,1,90_95
782,95,94,131,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,1966,1,1,94_95
783,95,91,121,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,1966,1,1,91_95
784,95,88,131,TCClark,Truman,D,D,BRWhite,Kennedy,D,D,1966,1,1,88_95
785,95,92,127,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1966,1,1,92_95
786,97,90,145,EWarren,Eisenhower,R,R,AFortas,LBJ,D,D,1966,1,1,90_97
787,97,91,83,JHarlan2,Eisenhower,R,R,AFortas,LBJ,D,D,1966,1,1,91_97
788,97,81,140,WODouglas,FDR,D,D,AFortas,LBJ,D,D,1966,1,1,81_97
789,97,88,110,TCClark,Truman,D,D,AFortas,LBJ,D,D,1966,1,1,88_97
790,97,92,140,WJBrennan,Eisenhower,R,D,AFortas,LBJ,D,D,1966,1,1,92_97
791,97,78,126,HLBlack,FDR,D,D,AFortas,LBJ,D,D,1966,1,1,78_97
792,97,94,96,PStewart,Eisenhower,R,R,AFortas,LBJ,D,D,1966,1,1,94_97
793,97,95,114,BRWhite,Kennedy,D,D,AFortas,LBJ,D,D,1966,1,1,95_97
794,81,78,154,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1967,1,1,78_81
795,90,78,153,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1967,1,1,78_90
796,90,81,175,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,1967,1,1,81_90
797,91,81,117,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,1967,1,1,81_91
798,91,90,134,EWarren,Eisenhower,R,R,JHarlan2,Eisenhower,R,R,1967,1,1,90_91
799,91,78,139,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,1967,1,1,78_91
800,92,91,145,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1967,1,1,91_92
801,92,78,164,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,1967,1,1,78_92
802,92,81,185,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,1967,1,1,81_92
803,92,90,210,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1967,1,1,90_92
804,94,90,174,EWarren,Eisenhower,R,R,PStewart,Eisenhower,R,R,1967,1,1,90_94
805,94,92,190,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,1967,1,1,92_94
806,94,78,152,HLBlack,FDR,D,D,PStewart,Eisenhower,R,R,1967,1,1,78_94
807,94,81,163,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,1967,1,1,81_94
808,94,91,165,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,1967,1,1,91_94
809,95,78,174,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1967,1,1,78_95
810,95,92,173,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1967,1,1,92_95
811,95,91,168,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,1967,1,1,91_95
812,95,90,162,EWarren,Eisenhower,R,R,BRWhite,Kennedy,D,D,1967,1,1,90_95
813,95,94,157,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,1967,1,1,94_95
814,95,81,137,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,1967,1,1,81_95
815,97,81,185,WODouglas,FDR,D,D,AFortas,LBJ,D,D,1967,1,1,81_97
816,97,78,160,HLBlack,FDR,D,D,AFortas,LBJ,D,D,1967,1,1,78_97
817,97,91,142,JHarlan2,Eisenhower,R,R,AFortas,LBJ,D,D,1967,1,1,91_97
818,97,95,161,BRWhite,Kennedy,D,D,AFortas,LBJ,D,D,1967,1,1,95_97
819,97,92,208,WJBrennan,Eisenhower,R,D,AFortas,LBJ,D,D,1967,1,1,92_97
820,97,90,194,EWarren,Eisenhower,R,R,AFortas,LBJ,D,D,1967,1,1,90_97
821,97,94,186,PStewart,Eisenhower,R,R,AFortas,LBJ,D,D,1967,1,1,94_97
822,98,91,80,JHarlan2,Eisenhower,R,R,TMarshall,LBJ,D,D,1967,1,1,91_98
823,98,92,133,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1967,1,1,92_98
824,98,81,112,WODouglas,FDR,D,D,TMarshall,LBJ,D,D,1967,1,1,81_98
825,98,90,129,EWarren,Eisenhower,R,R,TMarshall,LBJ,D,D,1967,1,1,90_98
826,98,94,119,PStewart,Eisenhower,R,R,TMarshall,LBJ,D,D,1967,1,1,94_98
827,98,78,89,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,1967,1,1,78_98
828,98,95,101,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1967,1,1,95_98
829,98,97,128,AFortas,LBJ,D,D,TMarshall,LBJ,D,D,1967,1,1,97_98
830,81,78,120,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1968,1,1,78_81
831,90,78,125,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1968,1,1,78_90
832,90,81,148,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,1968,1,1,81_90
833,91,81,111,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,1968,1,1,81_91
834,91,90,115,EWarren,Eisenhower,R,R,JHarlan2,Eisenhower,R,R,1968,1,1,90_91
835,91,78,112,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,1968,1,1,78_91
836,92,91,125,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1968,1,1,91_92
837,92,78,119,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,1968,1,1,78_92
838,92,81,145,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,1968,1,1,81_92
839,92,90,169,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1968,1,1,90_92
840,94,90,116,EWarren,Eisenhower,R,R,PStewart,Eisenhower,R,R,1968,1,1,90_94
841,94,92,126,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,1968,1,1,92_94
842,94,78,100,HLBlack,FDR,D,D,PStewart,Eisenhower,R,R,1968,1,1,78_94
843,94,81,107,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,1968,1,1,81_94
844,94,91,133,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,1968,1,1,91_94
845,95,78,114,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1968,1,1,78_95
846,95,92,150,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1968,1,1,92_95
847,95,91,127,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,1968,1,1,91_95
848,95,90,142,EWarren,Eisenhower,R,R,BRWhite,Kennedy,D,D,1968,1,1,90_95
849,95,94,140,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,1968,1,1,94_95
850,95,81,116,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,1968,1,1,81_95
851,97,81,80,WODouglas,FDR,D,D,AFortas,LBJ,D,D,1968,1,1,81_97
852,97,78,59,HLBlack,FDR,D,D,AFortas,LBJ,D,D,1968,1,1,78_97
853,97,91,67,JHarlan2,Eisenhower,R,R,AFortas,LBJ,D,D,1968,1,1,91_97
854,97,95,75,BRWhite,Kennedy,D,D,AFortas,LBJ,D,D,1968,1,1,95_97
855,97,92,88,WJBrennan,Eisenhower,R,D,AFortas,LBJ,D,D,1968,1,1,92_97
856,97,90,84,EWarren,Eisenhower,R,R,AFortas,LBJ,D,D,1968,1,1,90_97
857,97,94,66,PStewart,Eisenhower,R,R,AFortas,LBJ,D,D,1968,1,1,94_97
858,98,91,110,JHarlan2,Eisenhower,R,R,TMarshall,LBJ,D,D,1968,1,1,91_98
859,98,92,154,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1968,1,1,92_98
860,98,81,131,WODouglas,FDR,D,D,TMarshall,LBJ,D,D,1968,1,1,81_98
861,98,90,149,EWarren,Eisenhower,R,R,TMarshall,LBJ,D,D,1968,1,1,90_98
862,98,94,113,PStewart,Eisenhower,R,R,TMarshall,LBJ,D,D,1968,1,1,94_98
863,98,78,108,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,1968,1,1,78_98
864,98,95,125,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1968,1,1,95_98
865,98,97,76,AFortas,LBJ,D,D,TMarshall,LBJ,D,D,1968,1,1,97_98
866,81,78,112,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1969,1,1,78_81
867,91,78,104,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,1969,1,1,78_91
868,91,81,105,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,1969,1,1,81_91
869,92,81,129,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,1969,1,1,81_92
870,92,91,128,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1969,1,1,91_92
871,92,78,106,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,1969,1,1,78_92
872,94,92,132,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,1969,1,1,92_94
873,94,78,121,HLBlack,FDR,D,D,PStewart,Eisenhower,R,R,1969,1,1,78_94
874,94,81,108,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,1969,1,1,81_94
875,94,91,136,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,1969,1,1,91_94
876,95,91,141,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,1969,1,1,91_95
877,95,94,135,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,1969,1,1,94_95
878,95,78,114,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1969,1,1,78_95
879,95,81,110,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,1969,1,1,81_95
880,95,92,142,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1969,1,1,92_95
881,98,78,100,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,1969,1,1,78_98
882,98,94,116,PStewart,Eisenhower,R,R,TMarshall,LBJ,D,D,1969,1,1,94_98
883,98,92,139,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1969,1,1,92_98
884,98,91,118,JHarlan2,Eisenhower,R,R,TMarshall,LBJ,D,D,1969,1,1,91_98
885,98,95,126,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1969,1,1,95_98
886,98,81,117,WODouglas,FDR,D,D,TMarshall,LBJ,D,D,1969,1,1,81_98
887,99,81,91,WODouglas,FDR,D,D,WEBurger,Nixon,R,R,1969,1,1,81_99
888,99,78,113,HLBlack,FDR,D,D,WEBurger,Nixon,R,R,1969,1,1,78_99
889,99,92,111,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,1969,1,1,92_99
890,99,98,100,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,1969,1,1,98_99
891,99,94,142,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,1969,1,1,94_99
892,99,91,142,JHarlan2,Eisenhower,R,R,WEBurger,Nixon,R,R,1969,1,1,91_99
893,99,95,132,BRWhite,Kennedy,D,D,WEBurger,Nixon,R,R,1969,1,1,95_99
894,100,92,8,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1969,1,1,92_100
895,100,94,8,PStewart,Eisenhower,R,R,HABlackmun,Nixon,R,R,1969,1,1,94_100
896,100,81,7,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,1969,1,1,81_100
897,100,91,8,JHarlan2,Eisenhower,R,R,HABlackmun,Nixon,R,R,1969,1,1,91_100
898,100,95,8,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1969,1,1,95_100
899,100,78,8,HLBlack,FDR,D,D,HABlackmun,Nixon,R,R,1969,1,1,78_100
900,100,98,6,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1969,1,1,98_100
901,100,99,9,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,1969,1,1,99_100
902,81,78,114,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1970,1,1,78_81
903,91,78,108,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,1970,1,1,78_91
904,91,81,89,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,1970,1,1,81_91
905,92,81,133,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,1970,1,1,81_92
906,92,91,111,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,1970,1,1,91_92
907,92,78,120,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,1970,1,1,78_92
908,94,92,114,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,1970,1,1,92_94
909,94,78,103,HLBlack,FDR,D,D,PStewart,Eisenhower,R,R,1970,1,1,78_94
910,94,81,89,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,1970,1,1,81_94
911,94,91,134,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,1970,1,1,91_94
912,95,91,123,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,1970,1,1,91_95
913,95,94,132,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,1970,1,1,94_95
914,95,78,109,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,1970,1,1,78_95
915,95,81,96,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,1970,1,1,81_95
916,95,92,117,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1970,1,1,92_95
917,98,78,111,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,1970,1,1,78_98
918,98,94,115,PStewart,Eisenhower,R,R,TMarshall,LBJ,D,D,1970,1,1,94_98
919,98,92,147,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1970,1,1,92_98
920,98,91,118,JHarlan2,Eisenhower,R,R,TMarshall,LBJ,D,D,1970,1,1,91_98
921,98,95,113,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1970,1,1,95_98
922,98,81,127,WODouglas,FDR,D,D,TMarshall,LBJ,D,D,1970,1,1,81_98
923,99,81,80,WODouglas,FDR,D,D,WEBurger,Nixon,R,R,1970,1,1,81_99
924,99,78,117,HLBlack,FDR,D,D,WEBurger,Nixon,R,R,1970,1,1,78_99
925,99,92,100,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,1970,1,1,92_99
926,99,98,103,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,1970,1,1,98_99
927,99,94,136,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,1970,1,1,94_99
928,99,91,135,JHarlan2,Eisenhower,R,R,WEBurger,Nixon,R,R,1970,1,1,91_99
929,99,95,130,BRWhite,Kennedy,D,D,WEBurger,Nixon,R,R,1970,1,1,95_99
930,100,92,105,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1970,1,1,92_100
931,100,94,139,PStewart,Eisenhower,R,R,HABlackmun,Nixon,R,R,1970,1,1,94_100
932,100,81,82,WODouglas,FDR,D,D,HABlackmun,Nixon,R,R,1970,1,1,81_100
933,100,91,135,JHarlan2,Eisenhower,R,R,HABlackmun,Nixon,R,R,1970,1,1,91_100
934,100,95,138,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1970,1,1,95_100
935,100,78,118,HLBlack,FDR,D,D,HABlackmun,Nixon,R,R,1970,1,1,78_100
936,100,98,106,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1970,1,1,98_100
937,100,99,156,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,1970,1,1,99_100
938,92,81,179,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,1971,2,2,81_92
939,94,81,153,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,1971,2,2,81_94
940,94,92,174,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,1971,2,2,92_94
941,95,92,167,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1971,2,2,92_95
942,95,94,183,PStewart,Eisenhower,R,R,BRWhite,Kennedy,D,D,1971,2,2,94_95
943,95,81,133,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,1971,2,2,81_95
944,98,95,166,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1971,2,2,95_98
