id,J2,J1,freq,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,Year,G1,G2,J_id
1314,100,92,158,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1981,1,1,92_100
1315,100,95,162,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1981,1,1,95_100
1316,100,98,156,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1981,1,1,98_100
1317,101,98,124,TMarshall,LBJ,D,D,LFPowell,Nixon,R,D,1981,1,1,98_101
1318,101,100,147,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,1981,1,1,100_101
1319,101,92,124,WJBrennan,Eisenhower,R,D,LFPowell,Nixon,R,D,1981,1,1,92_101
1320,101,95,153,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,1981,1,1,95_101
1321,101,99,177,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,1981,1,1,99_101
1322,102,92,103,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,1981,1,1,92_102
1323,102,100,139,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,1981,1,1,100_102
1324,102,99,179,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,1981,1,1,99_102
1325,102,98,104,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,1981,1,1,98_102
1326,102,101,171,LFPowell,Nixon,R,D,WHRehnquist,Nixon,R,R,1981,1,1,101_102
1327,102,95,146,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,1981,1,1,95_102
1328,103,95,146,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,1981,1,1,95_103
1329,103,92,145,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,1981,1,1,92_103
1330,103,99,138,WEBurger,Nixon,R,R,JPStevens,Ford,R,R,1981,1,1,99_103
1331,103,102,140,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,1981,1,1,102_103
1332,103,100,151,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,1981,1,1,100_103
1333,103,98,145,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,1981,1,1,98_103
1334,103,101,153,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,1981,1,1,101_103
1335,104,99,178,WEBurger,Nixon,R,R,SDOConnor,Reagan,R,R,1981,1,1,99_104
1336,104,100,151,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,1981,1,1,100_104
1337,104,95,153,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,1981,1,1,95_104
1338,104,98,117,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,1981,1,1,98_104
1339,104,101,171,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,1981,1,1,101_104
1340,104,92,121,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,1981,1,1,92_104
1341,104,102,182,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,1981,1,1,102_104
1342,104,103,142,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,1981,1,1,103_104
1343,95,92,137,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1982,1,1,92_95
1344,98,92,173,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1982,1,1,92_98
1345,98,95,135,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1982,1,1,95_98
1346,99,95,174,BRWhite,Kennedy,D,D,WEBurger,Nixon,R,R,1982,1,1,95_99
1347,99,98,118,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,1982,1,1,98_99
1348,99,92,134,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,1982,1,1,92_99
1349,100,99,153,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,1982,1,1,99_100
1350,100,92,167,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1982,1,1,92_100
1351,100,95,166,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1982,1,1,95_100
1352,100,98,159,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1982,1,1,98_100
1353,101,98,119,TMarshall,LBJ,D,D,LFPowell,Nixon,R,D,1982,1,1,98_101
1354,101,100,143,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,1982,1,1,100_101
1355,101,92,135,WJBrennan,Eisenhower,R,D,LFPowell,Nixon,R,D,1982,1,1,92_101
1356,101,95,161,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,1982,1,1,95_101
1357,101,99,176,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,1982,1,1,99_101
1358,102,92,120,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,1982,1,1,92_102
1359,102,100,139,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,1982,1,1,100_102
1360,102,99,173,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,1982,1,1,99_102
1361,102,98,102,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,1982,1,1,98_102
1362,102,101,170,LFPowell,Nixon,R,D,WHRehnquist,Nixon,R,R,1982,1,1,101_102
1363,102,95,160,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,1982,1,1,95_102
1364,103,95,133,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,1982,1,1,95_103
1365,103,92,165,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,1982,1,1,92_103
1366,103,99,133,WEBurger,Nixon,R,R,JPStevens,Ford,R,R,1982,1,1,99_103
1367,103,102,127,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,1982,1,1,102_103
1368,103,100,153,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,1982,1,1,100_103
1369,103,98,151,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,1982,1,1,98_103
1370,103,101,133,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,1982,1,1,101_103
1371,104,99,176,WEBurger,Nixon,R,R,SDOConnor,Reagan,R,R,1982,1,1,99_104
1372,104,100,142,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,1982,1,1,100_104
1373,104,95,155,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,1982,1,1,95_104
1374,104,98,105,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,1982,1,1,98_104
1375,104,101,171,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,1982,1,1,101_104
1376,104,92,127,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,1982,1,1,92_104
1377,104,102,180,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,1982,1,1,102_104
1378,104,103,138,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,1982,1,1,103_104
1379,95,92,136,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1983,1,1,92_95
1380,98,92,194,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1983,1,1,92_98
1381,98,95,128,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1983,1,1,95_98
1382,99,95,192,BRWhite,Kennedy,D,D,WEBurger,Nixon,R,R,1983,1,1,95_99
1383,99,98,121,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,1983,1,1,98_99
1384,99,92,125,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,1983,1,1,92_99
1385,100,99,181,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,1983,1,1,99_100
1386,100,92,153,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1983,1,1,92_100
1387,100,95,174,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1983,1,1,95_100
1388,100,98,150,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1983,1,1,98_100
1389,101,98,122,TMarshall,LBJ,D,D,LFPowell,Nixon,R,D,1983,1,1,98_101
1390,101,100,178,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,1983,1,1,100_101
1391,101,92,126,WJBrennan,Eisenhower,R,D,LFPowell,Nixon,R,D,1983,1,1,92_101
1392,101,95,179,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,1983,1,1,95_101
1393,101,99,197,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,1983,1,1,99_101
1394,102,92,112,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,1983,1,1,92_102
1395,102,100,156,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,1983,1,1,100_102
1396,102,99,189,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,1983,1,1,99_102
1397,102,98,103,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,1983,1,1,98_102
1398,102,101,179,LFPowell,Nixon,R,D,WHRehnquist,Nixon,R,R,1983,1,1,101_102
1399,102,95,179,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,1983,1,1,95_102
1400,103,95,149,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,1983,1,1,95_103
1401,103,92,174,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,1983,1,1,92_103
1402,103,99,141,WEBurger,Nixon,R,R,JPStevens,Ford,R,R,1983,1,1,99_103
1403,103,102,138,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,1983,1,1,102_103
1404,103,100,150,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,1983,1,1,100_103
1405,103,98,152,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,1983,1,1,98_103
1406,103,101,137,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,1983,1,1,101_103
1407,104,99,193,WEBurger,Nixon,R,R,SDOConnor,Reagan,R,R,1983,1,1,99_104
1408,104,100,164,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,1983,1,1,100_104
1409,104,95,179,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,1983,1,1,95_104
1410,104,98,111,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,1983,1,1,98_104
1411,104,101,185,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,1983,1,1,101_104
1412,104,92,122,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,1983,1,1,92_104
1413,104,102,199,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,1983,1,1,102_104
1414,104,103,142,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,1983,1,1,103_104
1415,95,92,116,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1984,1,1,92_95
1416,98,92,178,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1984,1,1,92_98
1417,98,95,114,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1984,1,1,95_98
1418,99,95,169,BRWhite,Kennedy,D,D,WEBurger,Nixon,R,R,1984,1,1,95_99
1419,99,98,108,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,1984,1,1,98_99
1420,99,92,112,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,1984,1,1,92_99
1421,100,99,147,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,1984,1,1,99_100
1422,100,92,144,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1984,1,1,92_100
1423,100,95,151,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1984,1,1,95_100
1424,100,98,139,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1984,1,1,98_100
1425,101,98,85,TMarshall,LBJ,D,D,LFPowell,Nixon,R,D,1984,1,1,98_101
1426,101,100,110,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,1984,1,1,100_101
1427,101,92,90,WJBrennan,Eisenhower,R,D,LFPowell,Nixon,R,D,1984,1,1,92_101
1428,101,95,105,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,1984,1,1,95_101
1429,101,99,110,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,1984,1,1,99_101
1430,102,92,100,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,1984,1,1,92_102
1431,102,100,136,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,1984,1,1,100_102
1432,102,99,168,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,1984,1,1,99_102
1433,102,98,96,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,1984,1,1,98_102
1434,102,101,96,LFPowell,Nixon,R,D,WHRehnquist,Nixon,R,R,1984,1,1,101_102
1435,102,95,154,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,1984,1,1,95_102
1436,103,95,123,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,1984,1,1,95_103
1437,103,92,145,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,1984,1,1,92_103
1438,103,99,118,WEBurger,Nixon,R,R,JPStevens,Ford,R,R,1984,1,1,99_103
1439,103,102,116,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,1984,1,1,102_103
1440,103,100,136,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,1984,1,1,100_103
1441,103,98,137,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,1984,1,1,98_103
1442,103,101,86,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,1984,1,1,101_103
1443,104,99,174,WEBurger,Nixon,R,R,SDOConnor,Reagan,R,R,1984,1,1,99_104
1444,104,100,154,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,1984,1,1,100_104
1445,104,95,158,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,1984,1,1,95_104
1446,104,98,115,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,1984,1,1,98_104
1447,104,101,107,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,1984,1,1,101_104
1448,104,92,117,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,1984,1,1,92_104
1449,104,102,165,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,1984,1,1,102_104
1450,104,103,123,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,1984,1,1,103_104
1451,95,92,117,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1985,2,1,92_95
1452,98,92,189,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1985,2,2,92_98
1453,98,95,110,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1985,1,2,95_98
1454,99,95,189,BRWhite,Kennedy,D,D,WEBurger,Nixon,R,R,1985,1,1,95_99
1455,99,98,104,TMarshall,LBJ,D,D,WEBurger,Nixon,R,R,1985,2,1,98_99
1456,99,92,109,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,1985,2,1,92_99
1457,100,99,131,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,1985,1,2,99_100
1458,100,92,172,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1985,2,2,92_100
1459,100,95,129,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1985,1,2,95_100
1460,100,98,171,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1985,2,2,98_100
1461,101,98,117,TMarshall,LBJ,D,D,LFPowell,Nixon,R,D,1985,2,1,98_101
1462,101,100,137,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,1985,2,1,100_101
1463,101,92,117,WJBrennan,Eisenhower,R,D,LFPowell,Nixon,R,D,1985,2,1,92_101
1464,101,95,167,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,1985,1,1,95_101
1465,101,99,180,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,1985,1,1,99_101
1466,102,92,103,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,1985,2,1,92_102
1467,102,100,119,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,1985,2,1,100_102
1468,102,99,193,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,1985,1,1,99_102
1469,102,98,96,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,1985,2,1,98_102
1470,102,101,175,LFPowell,Nixon,R,D,WHRehnquist,Nixon,R,R,1985,1,1,101_102
1471,102,95,180,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,1985,1,1,95_102
1472,103,95,122,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,1985,1,2,95_103
1473,103,92,147,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,1985,2,2,92_103
1474,103,99,115,WEBurger,Nixon,R,R,JPStevens,Ford,R,R,1985,1,2,99_103
1475,103,102,112,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,1985,1,2,102_103
1476,103,100,141,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,1985,2,2,100_103
1477,103,98,143,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,1985,2,2,98_103
1478,103,101,123,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,1985,1,2,101_103
1479,104,99,190,WEBurger,Nixon,R,R,SDOConnor,Reagan,R,R,1985,1,1,99_104
1480,104,100,138,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,1985,2,1,100_104
1481,104,95,183,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,1985,1,1,95_104
1482,104,98,120,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,1985,2,1,98_104
1483,104,101,178,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,1985,1,1,101_104
1484,104,92,120,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,1985,2,1,92_104
1485,104,102,180,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,1985,1,1,102_104
1486,104,103,125,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,1985,2,1,103_104
1487,95,92,116,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1986,2,1,92_95
1488,98,92,224,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1986,2,2,92_98
1489,98,95,109,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1986,1,2,95_98
1490,100,95,145,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1986,1,2,95_100
1491,100,98,185,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1986,2,2,98_100
1492,100,92,188,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1986,2,2,92_100
1493,101,100,156,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,1986,2,1,100_101
1494,101,92,127,WJBrennan,Eisenhower,R,D,LFPowell,Nixon,R,D,1986,2,1,92_101
1495,101,95,198,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,1986,1,1,95_101
1496,101,98,122,TMarshall,LBJ,D,D,LFPowell,Nixon,R,D,1986,2,1,98_101
1497,102,98,95,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,1986,2,1,98_102
1498,102,101,189,LFPowell,Nixon,R,D,WHRehnquist,Nixon,R,R,1986,1,1,101_102
1499,102,92,102,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,1986,2,1,92_102
1500,102,95,195,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,1986,1,1,95_102
1501,102,100,134,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,1986,2,1,100_102
1502,103,92,168,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,1986,2,2,92_103
1503,103,101,150,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,1986,1,2,101_103
1504,103,100,160,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,1986,2,2,100_103
1505,103,98,164,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,1986,2,2,98_103
1506,103,102,118,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,1986,1,2,102_103
1507,103,95,155,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,1986,1,2,95_103
1508,104,95,169,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,1986,1,1,95_104
1509,104,92,123,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,1986,2,1,92_104
1510,104,100,145,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,1986,2,1,100_104
1511,104,103,133,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,1986,2,1,103_104
1512,104,101,178,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,1986,1,1,101_104
1513,104,98,111,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,1986,2,1,98_104
1514,104,102,197,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,1986,1,1,102_104
1515,105,100,130,HABlackmun,Nixon,R,R,AScalia,Reagan,R,R,1986,2,1,100_105
1516,105,101,185,LFPowell,Nixon,R,D,AScalia,Reagan,R,R,1986,1,1,101_105
1517,105,95,191,BRWhite,Kennedy,D,D,AScalia,Reagan,R,R,1986,1,1,95_105
1518,105,98,106,TMarshall,LBJ,D,D,AScalia,Reagan,R,R,1986,2,1,98_105
1519,105,102,196,WHRehnquist,Nixon,R,R,AScalia,Reagan,R,R,1986,1,1,102_105
1520,105,92,113,WJBrennan,Eisenhower,R,D,AScalia,Reagan,R,R,1986,2,1,92_105
1521,105,103,148,JPStevens,Ford,R,R,AScalia,Reagan,R,R,1986,2,1,103_105
1522,105,104,177,SDOConnor,Reagan,R,R,AScalia,Reagan,R,R,1986,1,1,104_105
1523,95,92,138,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1987,1,1,92_95
1524,98,92,190,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1987,1,1,92_98
1525,98,95,133,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1987,1,1,95_98
1526,100,95,148,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1987,1,1,95_100
1527,100,98,172,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1987,1,1,98_100
1528,100,92,175,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1987,1,1,92_100
1529,102,100,138,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,1987,1,1,100_102
1530,102,92,125,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,1987,1,1,92_102
1531,102,95,164,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,1987,1,1,95_102
1532,102,98,120,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,1987,1,1,98_102
1533,103,98,160,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,1987,1,1,98_103
1534,103,102,143,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,1987,1,1,102_103
1535,103,92,162,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,1987,1,1,92_103
1536,103,95,152,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,1987,1,1,95_103
1537,103,100,159,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,1987,1,1,100_103
1538,104,92,114,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,1987,1,1,92_104
1539,104,102,158,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,1987,1,1,102_104
1540,104,100,122,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,1987,1,1,100_104
1541,104,98,110,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,1987,1,1,98_104
1542,104,103,131,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,1987,1,1,103_104
1543,104,95,158,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,1987,1,1,95_104
1544,105,95,151,BRWhite,Kennedy,D,D,AScalia,Reagan,R,R,1987,1,1,95_105
1545,105,92,123,WJBrennan,Eisenhower,R,D,AScalia,Reagan,R,R,1987,1,1,92_105
1546,105,100,131,HABlackmun,Nixon,R,R,AScalia,Reagan,R,R,1987,1,1,100_105
1547,105,104,162,SDOConnor,Reagan,R,R,AScalia,Reagan,R,R,1987,1,1,104_105
1548,105,102,162,WHRehnquist,Nixon,R,R,AScalia,Reagan,R,R,1987,1,1,102_105
1549,105,98,117,TMarshall,LBJ,D,D,AScalia,Reagan,R,R,1987,1,1,98_105
1550,105,103,135,JPStevens,Ford,R,R,AScalia,Reagan,R,R,1987,1,1,103_105
1551,106,100,62,HABlackmun,Nixon,R,R,AMKennedy,Reagan,R,R,1987,1,1,100_106
1552,106,102,75,WHRehnquist,Nixon,R,R,AMKennedy,Reagan,R,R,1987,1,1,102_106
1553,106,95,74,BRWhite,Kennedy,D,D,AMKennedy,Reagan,R,R,1987,1,1,95_106
1554,106,98,57,TMarshall,LBJ,D,D,AMKennedy,Reagan,R,R,1987,1,1,98_106
1555,106,103,61,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,1987,1,1,103_106
1556,106,92,60,WJBrennan,Eisenhower,R,D,AMKennedy,Reagan,R,R,1987,1,1,92_106
1557,106,104,76,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,1987,1,1,104_106
1558,106,105,80,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,1987,1,1,105_106
1559,95,92,105,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,1988,2,1,92_95
1560,98,92,171,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,1988,2,2,92_98
1561,98,95,108,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,1988,1,2,95_98
1562,100,95,123,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,1988,1,2,95_100
1563,100,98,151,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,1988,2,2,98_100
1564,100,92,150,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,1988,2,2,92_100
1565,102,100,110,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,1988,2,1,100_102
1566,102,92,93,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,1988,2,1,92_102
1567,102,95,156,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,1988,1,1,95_102
1568,102,98,91,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,1988,2,1,98_102
1569,103,98,141,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,1988,2,2,98_103
1570,103,102,119,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,1988,1,2,102_103
1571,103,92,134,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,1988,2,2,92_103
1572,103,95,126,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,1988,1,2,95_103
1573,103,100,139,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,1988,2,2,100_103
1574,104,92,95,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,1988,2,1,92_104
1575,104,102,150,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,1988,1,1,102_104
1576,104,100,108,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,1988,2,1,100_104
1577,104,98,95,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,1988,2,1,98_104
1578,104,103,114,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,1988,2,1,103_104
1579,104,95,145,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,1988,1,1,95_104
1580,105,95,146,BRWhite,Kennedy,D,D,AScalia,Reagan,R,R,1988,1,1,95_105
1581,105,92,100,WJBrennan,Eisenhower,R,D,AScalia,Reagan,R,R,1988,2,1,92_105
1582,105,100,108,HABlackmun,Nixon,R,R,AScalia,Reagan,R,R,1988,2,1,100_105
1583,105,104,145,SDOConnor,Reagan,R,R,AScalia,Reagan,R,R,1988,1,1,104_105
